0.0	0.0	0.0
0.0	9.0	0.0
0.0	18.0	0.0
0.0	27.0	0.0
0.0	36.0	0.0
0.0	45.0	0.0
0.0	54.0	0.0
0.0	63.0	0.0
0.0	72.0	0.0
0.0	81.0	0.0
0.0	90.0	0.0
0.0	99.0	0.0
0.0	108.0	0.0
0.0	117.0	0.0
0.0	126.0	0.0
0.0	135.0	0.0
0.0	144.0	0.0
0.0	153.0	0.0
0.0	162.0	0.0
0.0	171.0	0.0
1.33333333333	0.0	0.0
1.33333333333	9.0	0.0
1.33333333333	18.0	0.0
1.33333333333	27.0	0.0
1.33333333333	36.0	0.0
1.33333333333	45.0	0.0
1.33333333333	54.0	0.0
1.33333333333	63.0	0.0
1.33333333333	72.0	0.00299401197605
1.33333333333	81.0	0.0
1.33333333333	90.0	0.0
1.33333333333	99.0	0.0
1.33333333333	108.0	0.0
1.33333333333	117.0	0.0
1.33333333333	126.0	0.0
1.33333333333	135.0	0.0
1.33333333333	144.0	0.0
1.33333333333	153.0	0.0
1.33333333333	162.0	0.0
1.33333333333	171.0	0.0
2.66666666667	0.0	0.0
2.66666666667	9.0	0.0
2.66666666667	18.0	0.0
2.66666666667	27.0	0.0
2.66666666667	36.0	0.0
2.66666666667	45.0	0.0
2.66666666667	54.0	0.0
2.66666666667	63.0	0.0
2.66666666667	72.0	0.0
2.66666666667	81.0	0.0
2.66666666667	90.0	0.0
2.66666666667	99.0	0.0
2.66666666667	108.0	0.0
2.66666666667	117.0	0.0
2.66666666667	126.0	0.0
2.66666666667	135.0	0.0
2.66666666667	144.0	0.0
2.66666666667	153.0	0.0
2.66666666667	162.0	0.0
2.66666666667	171.0	0.0
4.0	0.0	0.00299401197605
4.0	9.0	0.0
4.0	18.0	0.0
4.0	27.0	0.0
4.0	36.0	0.0
4.0	45.0	0.00299401197605
4.0	54.0	0.0
4.0	63.0	0.0
4.0	72.0	0.0
4.0	81.0	0.0
4.0	90.0	0.0
4.0	99.0	0.0
4.0	108.0	0.0
4.0	117.0	0.0
4.0	126.0	0.0
4.0	135.0	0.0
4.0	144.0	0.0
4.0	153.0	0.0
4.0	162.0	0.0
4.0	171.0	0.0
5.33333333333	0.0	0.0
5.33333333333	9.0	0.0
5.33333333333	18.0	0.0
5.33333333333	27.0	0.0
5.33333333333	36.0	0.0
5.33333333333	45.0	0.0
5.33333333333	54.0	0.0
5.33333333333	63.0	0.0
5.33333333333	72.0	0.0
5.33333333333	81.0	0.0
5.33333333333	90.0	0.0
5.33333333333	99.0	0.0
5.33333333333	108.0	0.0
5.33333333333	117.0	0.0
5.33333333333	126.0	0.0
5.33333333333	135.0	0.0
5.33333333333	144.0	0.0
5.33333333333	153.0	0.0
5.33333333333	162.0	0.0
5.33333333333	171.0	0.0
6.66666666667	0.0	0.0
6.66666666667	9.0	0.0
6.66666666667	18.0	0.00299401197605
6.66666666667	27.0	0.0
6.66666666667	36.0	0.0
6.66666666667	45.0	0.0
6.66666666667	54.0	0.0
6.66666666667	63.0	0.0
6.66666666667	72.0	0.0
6.66666666667	81.0	0.0
6.66666666667	90.0	0.0
6.66666666667	99.0	0.0
6.66666666667	108.0	0.0
6.66666666667	117.0	0.0
6.66666666667	126.0	0.0
6.66666666667	135.0	0.0
6.66666666667	144.0	0.0
6.66666666667	153.0	0.00299401197605
6.66666666667	162.0	0.0
6.66666666667	171.0	0.0
8.0	0.0	0.0
8.0	9.0	0.0
8.0	18.0	0.0119760479042
8.0	27.0	0.00299401197605
8.0	36.0	0.00299401197605
8.0	45.0	0.00299401197605
8.0	54.0	0.0
8.0	63.0	0.00299401197605
8.0	72.0	0.00299401197605
8.0	81.0	0.0
8.0	90.0	0.0
8.0	99.0	0.0
8.0	108.0	0.00299401197605
8.0	117.0	0.0
8.0	126.0	0.0
8.0	135.0	0.0
8.0	144.0	0.0
8.0	153.0	0.0
8.0	162.0	0.0
8.0	171.0	0.0
9.33333333333	0.0	0.0
9.33333333333	9.0	0.0059880239521
9.33333333333	18.0	0.0209580838323
9.33333333333	27.0	0.0059880239521
9.33333333333	36.0	0.00898203592814
9.33333333333	45.0	0.0119760479042
9.33333333333	54.0	0.0059880239521
