1800	1752	12.87631320254377	82.46611030358329
1752	1758	11.778505233687497	25.584631365534605
1752	1758	11.778505233687497	25.584631365534605
1800	1758	14.185727396400978	108.04948090778143
1800	1848	18.072185269911948	79.98644746916484
1626	1674	11.179122882185812	14.429195708195994
1800	1770	20.99635515595511	76.65152196988869
1626	1620	14.855376888689214	35.99845779582498
1626	1668	15.811401022364118	26.913169765018605
1626	1716	25.72022199058581	25.048836292810524
1584	1590	8.590151629919243	45.19440156188822
1584	1638	17.291467422547086	20.145134135725584
1680	1638	20.285981320484133	32.693251525699345
1584	1632	13.553145409092531	56.88941438324681
1680	1686	13.636764626369573	6.005954602708132
1680	1728	20.621408194399002	40.29325527197413
1680	1698	13.014075731684427	54.654854101420376
1746	1776	15.950964369123124	49.59411627231179
1746	1824	27.15174049909194	84.8289518035375
1292	1274	16.141818737370194	16.614692947150914
1746	1788	8.837086046034896	44.853328204106134
1746	1794	16.74388694837749	13.001549054121869
1292	1286	11.27982198552263	69.73072888022374
1746	1740	13.373616126164615	40.285765124183
1752	1704	19.39401299887534	79.88974289098991
1752	1704	19.39401299887534	79.88974289098991
1752	1800	12.87631320254377	82.46611030358329
1752	1818	20.10634981430003	58.655790595544815
1800	1818	8.271061947537454	25.503152957312587
1360	1318	21.02690212181235	129.48274944239682
1360	1312	11.588698018117663	114.8897545700543
1360	1330	21.220800020149472	83.83642954837063
1292	1322	13.301214755240826	45.954534896702654
1292	1334	9.579495831464701	32.29601880011465
1048	1006	13.207480621226228	32.23668880716547
1048	1000	14.035769552113079	15.821995542672717
138	120	20.347825302843326	91.716499824699
138	174	23.64756364533332	77.34513576401869
138	90	24.903018011280963	2.8008298034485315
138	168	10.01338517211915	26.818847002771452
138	132	18.056276796177368	76.46209923464626
1360	1856	12.494176190741396	126.02789034408893
1292	1340	16.027981653351976	51.602546282437665
1292	1382	27.31883335238028	23.659346182211653
1048	1036	19.653329651105164	45.26282177604669
1048	1054	9.767609704534829	26.345609288876
1360	1366	17.094473537087524	146.67072595388848
1360	1408	14.432493545469937	172.0109061742759
1376	1358	16.860982981577394	71.14569969790176
1694	1652	15.25069476974758	42.94585931032257
1430	1388	13.774291370159496	70.20924029669806
1694	1646	11.711703388704958	18.215686814327402
1694	1742	10.312211685909451	78.7369999406086
1694	1700	15.421549804414177	120.42155625896686
1080	1038	10.614236036334262	43.064695091825364
1098	1038	20.89978032600043	108.0107425006142
1080	1850	13.447620649580886	122.38291837621803
1098	1850	12.075981591987128	93.96841556940842
1098	1050	15.305701057452353	103.62549789366058
152	146	23.662710522994185	104.37940114457444
206	260	22.444755413349277	43.31015975598587
206	212	9.497804563952096	49.42379014389187
206	254	13.475712890419747	22.712987028545754
206	296	24.732591604404213	66.35536110124562
1104	1062	14.430258941198781	41.40813824142308
80	74	13.75045235819786	8.709135508502673
1610	1568	18.36911437753747	61.00576065575884
1610	1562	13.10357384380568	47.45872107356435
1610	1616	12.184531442581145	37.773611284131306
1402	1396	14.550322651749864	89.43604873442743
1402	1396	14.550322651749864	89.43604873442743
1402	1414	20.800515391451288	41.57969180531029
1376	1424	10.97595714983473	41.85778176552969
1426	1420	14.868779596524465	73.8753055992497
1438	1432	17.601494025369316	84.84626017568728
1430	1436	9.785309245497512	99.87652680431385
1098	1080	17.71250707748786	73.07011230177169
1080	1086	9.883161327230205	102.22068723474598
1098	1086	23.541310189324985	169.3104438551997
152	104	9.564001129498292	39.81293056245988
1080	1098	17.71250707748786	73.07011230177169
1080	1128	14.575629627224371	99.15390965787503
1098	1128	11.866736571611035	168.15804478966888
152	194	10.461134000671901	53.36983759320557
152	116	30.188225722208614	54.34607676886496
206	164	13.79247814716619	33.56734869747988
206	272	25.963677061908808	14.554440475291312
1104	1110	16.098826038100064	45.200377207353256
1104	1152	12.108672126829802	38.284121838121784
80	122	11.778354958574843	26.82406155189303
80	170	24.150714966642553	54.970006181604724
1402	1444	9.984617823182276	51.9093116442784
1402	1444	9.984617823182276	51.9093116442784
1376	1454	18.684608891812754	85.21156292357237
1426	1468	10.549108034809326	30.339898049174312
1376	1466	23.439734983145872	76.80827397118814
1438	1480	9.154836430278014	78.72461477250407
1080	1134	20.49072916845606	56.87691891747348
1098	1134	28.157493408683337	126.82727156036226
152	214	20.5379621941912	71.69907603721386
1174	1168	23.280661394707124	96.65242543276237
1170	1164	15.564355653544094	28.418277836183478
1708	1714	14.621185898419325	77.57894950297595
1708	1714	14.621185898419325	77.57894950297595
1708	1756	14.613152097853643	58.13380750015843
1708	1756	14.613152097853643	58.13380750015843
1708	1678	19.245378148272575	71.77957869200033
1720	1678	21.323699271351867	128.94103474143557
1708	1726	12.296250741384686	28.293875888533112
1720	1726	16.15931416521267	88.79323118239624
1402	1462	18.08720711165848	157.4234825265663
1720	1672	15.980939750841642	125.40460341657364
1720	1768	11.970076298420521	37.13162277380907
1426	1474	14.695038248505208	26.076864139505417
1478	1484	10.880225759608232	78.76880291434192
106	154	16.458950758482665	51.8479245676439
250	1440	13.61137477847638	129.75451215327072
1148	1130	14.915428850194601	49.438531370868304
250	292	15.674344414203706	56.212488824854844
1192	1150	10.667624881623329	23.68847650899
1148	1142	13.153098358950762	38.34871874399677
